name,sol,ltst,seq_id,target_elevation,tau,focal_distance,incidence_angle,emission_angle,phase_angle,lat,lon,sclk,color,feature,formation,member,L2,R2,L0B,R0B,L1,R1,R0G,L0G,R0R,L0R,L4,L3,R3,L5,R4,R5,L6,R6,L2_err,R2_err,L0B_err,R0B_err,L1_err,R1_err,R0G_err,L0G_err,R0R_err,L0R_err,L4_err,L3_err,R3_err,L5_err,R4_err,R5_err,L6_err,R6_err
Newmachar DRT,1964,12:11:35,mcam10267,-4147.6615,0.273032,3.647,23.992,40.7833,23.372706,-4.7285071,137.37761,,teal,dusty rock,Murray,Jura,0.125801,0.13182,0.147088,0.136283,0.156269,0.161955,0.176451,0.183548,0.240429,0.24945,0.256726,0.280894,0.28347,0.276661,0.276661,0.273529,0.271537,0.264311,0.00914009,0.0101066,0.0087607,0.00996235,0.00582114,0.00919694,0.00891013,0.00872606,0.00861428,0.0108994,0.00629232,0.00598422,0.0114007,0.00625437,0.0130378,0.0134819,0.00909084,0.00967093
Newmachar DRT,1964,12:11:35,mcam10267,-4147.6615,0.273032,3.647,23.992,40.7833,23.372706,-4.7285071,137.37761,,yellow,,Murray,Jura,0.0953165,0.105759,0.120696,0.120694,0.139827,0.152671,0.172978,0.167851,0.257233,0.24485,0.265112,0.291354,0.320449,0.291818,0.31287,0.310235,0.285058,0.298272,0.00658844,0.00763817,0.00858528,0.0109754,0.0076081,0.0115679,0.0144052,0.0120083,0.0204324,0.016481,0.018514,0.0193902,0.0256242,0.0209665,0.027635,0.0290935,0.0279064,0.0251227
Curlew,2319,12:12:42,mcam12390,-4149.2729,1.300944,3.647,4.7641,37.7693,34.543214,-4.7280905,137.38133,,light blue,dusty rock,Murray,Jura,0.0733158,0.0823161,0.0843418,0.0950077,0.0980583,0.11629,0.137664,0.122306,0.215762,0.19108,0.215498,0.245834,0.288768,0.242646,0.270617,0.267334,0.24188,0.265403,0.00335286,0.00554449,0.00380148,0.00590239,0.00387953,0.00575629,0.00756555,0.00523367,0.012864,0.0086697,0.00864601,0.00928118,0.0160081,0.0123646,0.0194306,0.0198224,0.0113019,0.0190224
Curlew,2319,12:12:42,mcam12390,-4149.2729,1.300944,3.647,4.7641,37.7693,34.543214,-4.7280905,137.38133,,red,undisturbed soil,,,0.0473306,0.0560013,0.0557173,0.0644614,0.0660555,0.0782561,0.0872465,0.0810073,0.122351,0.12565,0.141036,0.157333,0.148093,0.153606,0.138457,0.134185,0.150941,0.131235,0.00218058,0.00431106,0.0037008,0.00741419,0.00309886,0.00661596,0.00870683,0.00466237,0.0124595,0.00847397,0.00933716,0.0109871,0.0126108,0.0136256,0.0145629,0.0153612,0.0136832,0.0156819
Photom East,1142,17:02:54,mcam05177,-4456.9989,0.508435,114.588,78.5348,77.7103,6.0113477,-4.6731459,137.36865,,dark blue,dusty rock,Stimson,,0.311023,,,,0.387426,,,,,,,0.571118,,,,,0.470719,,0.0178586,,,,0.0203174,,,,,,,0.032477,,,,,0.0383697,
Photom East,1142,17:02:54,mcam05177,-4456.9989,0.508435,114.588,78.5348,77.7103,6.0113477,-4.6731459,137.36865,,light blue,dusty rock,Stimson,,0.337321,,,,0.460439,,,,,,,0.886129,,,,,0.8285,,0.00791334,,,,0.0125028,,,,,,,0.0266349,,,,,0.028515,
Photom East,1142,17:02:54,mcam05177,-4456.9989,0.508435,114.588,78.5348,77.7103,6.0113477,-4.6731459,137.36865,,red,undisturbed soil,,,0.23362,,,,0.307284,,,,,,,0.542254,,,,,0.490071,,0.00704622,,,,0.00995898,,,,,,,0.0227961,,,,,0.0308885,
Slate Islands,2231,11:59:51,mcam11838,-4148.867,0.786244,7.273,19.1887,58.3444,48.724148,-4.7285135,137.37757,,dark blue,dusty rock,Murray,Jura,0.0775347,0.0895999,0.0947531,0.10715,0.110738,0.129559,0.153845,0.136275,0.229156,0.199164,0.215784,0.242762,0.28362,0.246669,0.2757,0.276601,0.232842,0.265119,0.00504506,0.00872105,0.00685248,0.0129169,0.006336,0.0130274,0.0172964,0.00970466,0.0246477,0.0122736,0.0114338,0.0123842,0.0280841,0.0156898,0.0289484,0.0295666,0.0130239,0.0271973
Slate Islands,2231,11:59:51,mcam11838,-4148.867,0.786244,7.273,19.1887,58.3444,48.724148,-4.7285135,137.37757,,light blue,dusty rock,Murray,Jura,0.0907391,0.0928288,0.101445,0.101807,0.111684,0.118509,0.132082,0.132817,0.182069,0.178827,0.191969,0.220598,0.226749,0.221764,0.219586,0.219021,0.210375,0.209696,0.00533423,0.00678405,0.00676095,0.00880546,0.00541634,0.00748136,0.00900544,0.00789467,0.0119894,0.00990924,0.00808186,0.00805114,0.0127672,0.0107174,0.0135019,0.0128096,0.00919479,0.0111
Slate Islands,2231,11:59:51,mcam11838,-4148.867,0.786244,7.273,19.1887,58.3444,48.724148,-4.7285135,137.37757,,sienna,dusty rock,Murray,Jura,0.0672095,0.0716076,0.0762641,0.078909,0.0838918,0.089604,0.0982297,0.0967104,0.11928,0.115244,0.115841,0.118922,0.121559,0.114082,0.117086,0.114734,0.107999,0.110988,0.00305926,0.00551118,0.00391213,0.00661925,0.00280218,0.00629074,0.00713613,0.00460261,0.00938908,0.00609444,0.00729982,0.00683308,0.00992427,0.00762453,0.00884222,0.00973797,0.00677836,0.00874847
Photom Sunset 1x2,1537,11:29:27,mcam07886,-4342.3142,0.847754,26.074,21.8228,71.1734,74.366143,-4.7063226,137.3567,,dark blue,dusty rock,Murray,Sutton Island,0.078284,,,,0.123176,,,,,,,0.367333,,,,,0.365393,,0.00258532,,,,0.00612274,,,,,,,0.015182,,,,,0.0188113,
Photom Sunset 1x2,1537,11:29:27,mcam07886,-4342.3142,0.847754,26.074,21.8228,71.1734,74.366143,-4.7063226,137.3567,,light blue,dusty rock,Murray,Sutton Island,0.0680157,,,,0.0998036,,,,,,,0.360754,,,,,0.37339,,0.0031607,,,,0.00567485,,,,,,,0.0125478,,,,,0.0125864,
Photom Sunset 1x2,1537,11:29:27,mcam07886,-4342.3142,0.847754,26.074,21.8228,71.1734,74.366143,-4.7063226,137.3567,,red,undisturbed soil,,,0.0337571,,,,0.0484474,,,,,,,0.114669,,,,,0.103436,,0.00139354,,,,0.00205603,,,,,,,0.00584408,,,,,0.00451714,
Logan,2034,12:40:55,mcam10737,,0.673107,18.61,14.7135,75.8957,83.199129,-4.7246341,137.37966,,dark blue,dusty rock,Murray,Pettegrove Point,0.0834599,0.0991412,0.108066,0.126427,0.131562,0.159249,0.200296,0.166481,0.324933,0.260227,0.295068,0.320355,0.397439,0.321741,0.388502,0.394911,0.325534,0.387572,0.00360772,0.00408035,0.00682326,0.00662857,0.00522232,0.0064523,0.00904688,0.00729107,0.0112034,0.0104405,0.00876743,0.00896601,0.0128885,0.0112196,0.0142863,0.0138515,0.0119434,0.0137975
Logan,2034,12:40:55,mcam10737,,0.673107,18.61,14.7135,75.8957,83.199129,-4.7246341,137.37966,,light blue,dusty rock,Murray,Pettegrove Point,0.0664608,0.0721968,0.0833775,0.0868383,0.0992103,0.109141,0.134534,0.125991,0.235538,0.213395,0.24617,0.28776,0.305883,0.271848,0.299409,0.31282,0.314549,0.33472,0.00625673,0.00748231,0.0101521,0.0111587,0.00859145,0.0102537,0.0139267,0.0111934,0.0206009,0.0177949,0.0176516,0.0183329,0.0237353,0.0200513,0.0239744,0.0251529,0.0239214,0.026165
Logan,2034,12:40:55,mcam10737,,0.673107,18.61,14.7135,75.8957,83.199129,-4.7246341,137.37966,,red,undisturbed soil,,,0.0536773,0.0567059,0.062288,0.0651703,0.07454,0.0822214,0.0947703,0.0897864,0.145034,0.132549,0.146962,0.159832,0.173639,0.151871,0.162795,0.159609,0.148983,0.156966,0.00184019,0.0026523,0.00263926,0.00341012,0.00197751,0.0031983,0.00380656,0.00293701,0.00595567,0.00413747,0.00338272,0.00358509,0.00568772,0.00338502,0.00548852,0.00534586,0.00352567,0.0054446
Logan,2034,12:40:55,mcam10737,,0.673107,18.61,14.7135,75.8957,83.199129,-4.7246341,137.37966,,teal,dusty rock,Murray,Pettegrove Point,0.0675409,0.0797665,0.0819847,0.0986566,0.103122,0.126944,0.152881,0.127077,0.246391,0.199386,0.220798,0.241309,0.302771,0.240335,0.290625,0.294031,0.245148,0.291312,0.00244556,0.00412066,0.00371302,0.00716736,0.00354103,0.00609448,0.00832579,0.00502503,0.012899,0.00664937,0.00767774,0.008041,0.0126848,0.00809294,0.0147637,0.0153921,0.00782261,0.0181449
Photom Sunset 1x2,1537,09:42:52,mcam07880,-4342.3151,0.847754,26.074,38.731,71.1713,56.269165,-4.7063226,137.3567,,dark blue,dusty rock,Murray,Sutton Island,0.0858358,,,,0.132833,,,,,,,0.39277,,,,,0.383494,,0.00318225,,,,0.0065661,,,,,,,0.0123041,,,,,0.0148834,
Photom Sunset 1x2,1537,09:42:52,mcam07880,-4342.3151,0.847754,26.074,38.731,71.1713,56.269165,-4.7063226,137.3567,,light blue,dusty rock,Murray,Sutton Island,0.0726608,,,,0.10544,,,,,,,0.382998,,,,,0.387849,,0.00446234,,,,0.00522712,,,,,,,0.0124123,,,,,0.014194,
Photom Sunset 1x2,1537,09:42:52,mcam07880,-4342.3151,0.847754,26.074,38.731,71.1713,56.269165,-4.7063226,137.3567,,red,undisturbed soil,,,0.0386234,,,,0.05479,,,,,,,0.13331,,,,,0.118556,,0.00109298,,,,0.00162768,,,,,,,0.00462792,,,,,0.0039865,
Copper Canyon,728,12:46:05,mcam03122,-4480.3909,0.737919,89.442,11.9585,73.5905,76.883451,-4.6599585,137.38275,,dark red,disturbed soil,,,0.0521219,0.0599908,0.0578977,0.0672337,0.0668887,0.0813026,0.0906762,0.0781448,0.135246,0.111794,0.127497,0.139034,0.170262,0.133971,0.159687,0.155628,0.128103,0.152898,0.00196628,0.00260163,0.0032488,0.00412177,0.00200761,0.00346371,0.00426473,0.00360236,0.00665676,0.00479088,0.00448898,0.00580818,0.00802857,0.0051416,0.00767978,0.0071555,0.00477479,0.00663476
Copper Canyon,728,12:46:05,mcam03122,-4480.3909,0.737919,89.442,11.9585,73.5905,76.883451,-4.6599585,137.38275,,light blue,dusty rock,Bradbury Group,,0.0364128,0.0415883,0.0411258,0.0484548,0.0516407,0.0576992,0.0640922,0.0559969,0.0888588,0.0761453,0.0832635,0.0877678,0.101105,0.0887837,0.103004,0.0992994,0.0837781,0.0967802,0.00614371,0.00844455,0.00762996,0.0118765,0.00494956,0.0100912,0.0127018,0.00742552,0.0161758,0.0101641,0.00751773,0.00870508,0.0150396,0.00976535,0.0167715,0.0171731,0.00936401,0.0181688
Copper Canyon,728,12:46:05,mcam03122,-4480.3909,0.737919,89.442,11.9585,73.5905,76.883451,-4.6599585,137.38275,,red,undisturbed soil,,,0.060141,0.0719409,0.0724847,0.0878065,0.0893788,0.110398,0.130113,0.108026,0.206834,0.167013,0.190888,0.211114,0.268977,0.211849,0.261502,0.259851,0.206393,0.256208,0.00230384,0.00456389,0.00482697,0.00698314,0.00357598,0.00672163,0.00871522,0.00544722,0.0124863,0.00762476,0.00775948,0.00858546,0.0162464,0.00965891,0.0163433,0.0164366,0.00885408,0.0161357
Copper Canyon,728,12:46:05,mcam03122,-4480.3909,0.737919,89.442,11.9585,73.5905,76.883451,-4.6599585,137.38275,,sienna,,,,0.0345506,0.0360059,0.038368,0.0405853,0.0481264,0.053386,0.0586624,0.0557524,0.098321,0.0901511,0.106203,0.119922,0.136845,0.118499,0.128692,0.125242,0.11421,0.126149,0.00261626,0.00404812,0.00402724,0.00541269,0.00328804,0.00516691,0.0066009,0.00464921,0.0100392,0.00682282,0.00720528,0.00793845,0.0121264,0.00902056,0.0132063,0.0131867,0.00810209,0.015156
Copper Canyon,728,12:46:05,mcam03122,-4480.3909,0.737919,89.442,11.9585,73.5905,76.883451,-4.6599585,137.38275,,teal,dusty rock,Bradbury Group,,0.0145686,0.0184822,0.019699,0.0248015,0.0292039,0.0355543,0.0418089,0.0340154,0.0758949,0.0605957,0.070902,0.0805946,0.104379,0.0831731,0.107109,0.103679,0.0812334,0.102753,0.00481368,0.00645962,0.00677563,0.00956466,0.00652816,0.00948325,0.0124716,0.00885597,0.0182621,0.0126314,0.0129504,0.0144177,0.0190535,0.0148107,0.0204389,0.0213367,0.0138789,0.0216651
Tintina SF,162,12:25:37,mcam00870,-4522.1247,1.048726,4.084,19.6661,36.2229,49.178574,-4.589535,137.44924,,light blue,dusty rock,,,0.0592702,0.0768421,0.0817682,0.0853463,0.0920758,0.103528,0.11675,0.109108,0.160552,0.147252,0.161311,0.169822,0.187676,0.170876,0.179474,0.177555,0.162913,0.174047,0.0115407,0.00600725,0.0049902,0.00782516,0.00504263,0.00781497,0.00930405,0.00643151,0.012666,0.0084602,0.00832282,0.00853112,0.0132034,0.00885198,0.0132412,0.0138944,0.00822386,0.0122368
Tintina SF,162,12:25:37,mcam00870,-4522.1247,1.048726,4.084,19.6661,36.2229,49.178574,-4.589535,137.44924,,red,undisturbed soil,,,0.0301064,0.0316041,0.034777,0.0359691,0.0439416,0.048906,0.0555464,0.0522501,0.0962747,0.0899053,0.107513,0.119273,0.131392,0.118409,0.126338,0.123743,0.11495,0.123624,0.0034396,0.00513534,0.00543476,0.00769767,0.00423871,0.0073371,0.0101628,0.00643598,0.0164921,0.0104433,0.01067,0.0118461,0.0199675,0.0133063,0.01961,0.019791,0.0122995,0.0189827
Tintina SF,162,12:25:37,mcam00870,-4522.1247,1.048726,4.084,19.6661,36.2229,49.178574,-4.589535,137.44924,,yellow,,,,0.043439,0.0458131,0.0570753,0.0581845,0.0728808,0.080674,0.0982165,0.0947571,0.178392,0.172286,0.202169,0.229876,0.247183,0.247735,0.244865,0.24829,0.247714,0.245995,0.0079133,0.0120037,0.0156453,0.0174262,0.012078,0.0188342,0.0249245,0.0195182,0.0409656,0.031053,0.0311648,0.035292,0.0529266,0.0438662,0.0528097,0.0543438,0.042064,0.0520107
Little Devil,943,12:25:36,mcam04141,-4450.4033,0.93373,2.833,13.342,47.6685,58.316579,-4.6638832,137.37729,,dark blue,dusty rock,Stimson,,0.0582864,0.0679348,0.0626616,0.0732788,0.072722,0.0828297,0.094595,0.0836207,0.111838,0.102754,0.105896,0.10661,0.11265,0.104985,0.10992,0.108093,0.0978721,0.103441,0.00390956,0.00559023,0.00577447,0.00660075,0.0053513,0.00650215,0.00818489,0.00735575,0.0109536,0.00985689,0.0105054,0.0106574,0.012652,0.00971587,0.0130068,0.013079,0.00881064,0.0122305
Little Devil,943,12:25:36,mcam04141,-4450.4033,0.93373,2.833,13.342,47.6685,58.316579,-4.6638832,137.37729,,light blue,dusty rock,Stimson,,0.084352,0.102701,0.0830999,0.105235,0.082249,0.104938,0.104913,0.0899766,0.113902,0.0941539,0.0941229,0.0939197,0.117145,0.096703,0.114978,0.115253,0.0928429,0.111706,0.045508,0.0520421,0.0469888,0.0607986,0.0398298,0.0508351,0.0514084,0.0443922,0.0546605,0.0434099,0.0348683,0.0351005,0.054481,0.0423629,0.054419,0.0567527,0.0397788,0.0527633
Little Devil,943,12:25:36,mcam04141,-4450.4033,0.93373,2.833,13.342,47.6685,58.316579,-4.6638832,137.37729,,red,undisturbed soil,,,0.0396054,0.0423178,0.0480577,0.05081,0.0642126,0.0660455,0.0803856,0.0801578,0.130783,0.143349,0.163697,0.18468,0.157148,0.183142,0.151512,0.150335,0.177884,0.146376,0.00263042,0.00300355,0.00471166,0.00489745,0.00386688,0.00443687,0.0059001,0.00649727,0.0091984,0.0126604,0.0148605,0.0172074,0.012998,0.0204901,0.0147196,0.0159251,0.0195289,0.0158464
Little Devil,943,12:25:36,mcam04141,-4450.4033,0.93373,2.833,13.342,47.6685,58.316579,-4.6638832,137.37729,,teal,dusty rock,Stimson,,0.0368988,0.0399827,0.0463204,0.0493133,0.0635835,0.0686542,0.084996,0.0818079,0.155026,0.151436,0.175421,0.20011,0.20951,0.204357,0.20369,0.206039,0.203456,0.206159,0.00229552,0.00387252,0.00387658,0.00697818,0.00305458,0.00623601,0.00953775,0.00519454,0.0155966,0.00928451,0.00950457,0.0103552,0.0185699,0.0128203,0.0205227,0.0213119,0.0113628,0.0200144
Photom west 2x1,614,13:58:20,mcam02593,-4480.3844,0.353099,10.669,38.6671,73.1399,107.7772,-4.6388429,137.40201,,dark blue,dusty rock,Kimberley,Unknown,0.0807184,,,,0.117698,,,,,,,0.254826,,,,,0.266519,,0.00945213,,,,0.0122778,,,,,,,0.0139131,,,,,0.0190931,
Photom west 2x1,614,13:58:20,mcam02593,-4480.3844,0.353099,10.669,38.6671,73.1399,107.7772,-4.6388429,137.40201,,light blue,dusty rock,Kimberley,Liga,0.0872572,,,,0.132594,,,,,,,0.343683,,,,,0.373077,,0.0101237,,,,0.0124333,,,,,,,0.0256809,,,,,0.0310882,
Photom west 2x1,614,13:58:20,mcam02593,-4480.3844,0.353099,10.669,38.6671,73.1399,107.7772,-4.6388429,137.40201,,red,undisturbed soil,,,0.0610168,,,,0.0939821,,,,,,,0.243577,,,,,0.263401,,0.00629987,,,,0.00962313,,,,,,,0.021324,,,,,0.023699,
Photom Sunset 1x2,1544,07:44:50,mcam07931,-4342.3132,0.974141,26.074,64.286,71.1758,45.769289,-4.7063226,137.3567,,dark blue,dusty rock,Murray,Sutton Island,0.163807,,,,0.223613,,,,,,,0.505352,,,,,0.494223,,0.00805748,,,,0.011138,,,,,,,0.0188609,,,,,0.0175928,
Photom Sunset 1x2,1544,07:44:50,mcam07931,-4342.3132,0.974141,26.074,64.286,71.1758,45.769289,-4.7063226,137.3567,,light blue,dusty rock,Murray,Sutton Island,0.132025,,,,0.171672,,,,,,,0.481354,,,,,0.485297,,0.00898645,,,,0.0114073,,,,,,,0.0207369,,,,,0.0210549,
Photom Sunset 1x2,1544,07:44:50,mcam07931,-4342.3132,0.974141,26.074,64.286,71.1758,45.769289,-4.7063226,137.3567,,red,undisturbed soil,,,0.0678822,,,,0.0886828,,,,,,,0.181542,,,,,0.16183,,0.00318687,,,,0.00344265,,,,,,,0.00715671,,,,,0.00598173,
Rhinns of Galloway,2160,12:38:18,mcam11634,-4158.6806,1.642926,5.655,19.9734,45.6854,26.44688,-4.7267321,137.37842,,dark blue,dusty rock,Murray,Jura,0.0774736,0.0819408,0.0936077,0.103676,0.116509,0.125906,0.153385,0.144881,0.249728,0.230083,0.252274,0.285393,0.317724,0.283126,0.312068,0.316212,0.293401,0.322617,0.0014556,0.00267201,0.00559331,0.00874977,0.00378409,0.00708429,0.0104764,0.00622723,0.0165763,0.00791708,0.00787957,0.00755762,0.021352,0.0123219,0.0227913,0.0232229,0.0117001,0.0210154
Rhinns of Galloway,2160,12:38:18,mcam11634,-4158.6806,1.642926,5.655,19.9734,45.6854,26.44688,-4.7267321,137.37842,,light blue,dusty rock,Murray,Jura,0.0814635,0.0820611,0.0943842,0.0963389,0.105413,0.112604,0.132956,0.129593,0.199416,0.190871,0.208323,0.237257,0.257375,0.234629,0.249705,0.250241,0.237667,0.251165,0.00358016,0.00413063,0.00454841,0.00591151,0.00352254,0.00457113,0.00611392,0.00485637,0.00843565,0.00636606,0.00502486,0.00497524,0.00903415,0.00571974,0.0105876,0.0108009,0.00695719,0.0108143
Rhinns of Galloway,2160,12:38:18,mcam11634,-4158.6806,1.642926,5.655,19.9734,45.6854,26.44688,-4.7267321,137.37842,,red,undisturbed soil,,,0.0601392,0.0662917,0.0735526,0.0814083,0.0882577,0.0981632,0.116888,0.107546,0.184657,0.169819,0.183452,0.202159,0.227473,0.197304,0.220756,0.21749,0.191485,0.217419,0.00127066,0.00241348,0.00318789,0.00667382,0.00208726,0.00471991,0.00725045,0.00248212,0.0109137,0.00384066,0.00577164,0.0066015,0.0156791,0.00699649,0.0159042,0.0166827,0.00820682,0.0162931
Rhinns of Galloway,2160,12:38:18,mcam11634,-4158.6806,1.642926,5.655,19.9734,45.6854,26.44688,-4.7267321,137.37842,,teal,dusty rock,Murray,Jura,0.0965048,0.0971358,0.119239,0.119318,0.136593,0.141136,0.169058,0.165295,0.250432,0.242894,0.261178,0.289095,0.299295,0.283988,0.290907,0.292609,0.286725,0.293516,0.00228011,0.0028689,0.00700658,0.00790957,0.00345402,0.00688571,0.00925312,0.00632259,0.0115855,0.0079338,0.00979801,0.0103539,0.0127453,0.0109834,0.0145213,0.0138666,0.0154082,0.0130293
Quoddy Quimby,1608,11:38:08,mcam08214,-4314.4005,1.009193,3.438,13.5311,34.2887,21.284312,-4.7103639,137.35782,,light blue,dusty rock,Murray,Sutton Island,0.0447546,0.0473374,0.0563407,0.0572042,0.0673735,0.0732193,0.0978142,0.0924699,0.219198,0.207231,0.254559,0.307281,0.32132,0.30201,0.306483,0.312474,0.322212,0.324261,0.00329351,0.00378911,0.00625731,0.00623309,0.00495895,0.0061208,0.00870364,0.00701844,0.0162997,0.0111426,0.0108401,0.0117384,0.0218478,0.0135177,0.0232295,0.0243937,0.0138232,0.0235496
Quoddy Quimby,1608,11:38:08,mcam08214,-4314.4005,1.009193,3.438,13.5311,34.2887,21.284312,-4.7103639,137.35782,,teal,dusty rock,Murray,Sutton Island,0.0509847,0.0512854,0.0648718,0.0635204,0.0794325,0.0834095,0.107728,0.105848,0.222102,0.215222,0.258097,0.302479,0.312964,0.294613,0.290287,0.294991,0.303011,0.297537,0.00390023,0.00469971,0.00768002,0.00855405,0.00726518,0.00810206,0.0123571,0.00988982,0.0250554,0.0174472,0.0157527,0.0174005,0.0352,0.0236982,0.036008,0.0381063,0.023922,0.0366804
Cameron,66,12:29:45,mcam00479,-4518.653,0.762926,8.957,7.6001,72.3684,64.768478,-4.589996,137.44834,,light blue,dusty rock,Yellowknife Bay,Glenelg,0.0772579,0.0753914,0.100497,0.0992815,0.124673,0.134025,0.161937,0.15826,0.269827,0.261721,0.293809,0.323607,0.350459,0.345844,0.348864,0.355162,0.363363,0.365068,0.00225205,0.00176099,0.00282502,0.00285491,0.00247356,0.00260404,0.00292335,0.00251653,0.0046962,0.00366817,0.00596316,0.00487704,0.00723913,0.00816824,0.00835045,0.00879994,0.0071583,0.00886593
Cameron,66,12:29:45,mcam00479,-4518.653,0.762926,8.957,7.6001,72.3684,64.768478,-4.589996,137.44834,,red,undisturbed soil,,,0.0516069,0.0566823,0.0685956,0.0771424,0.0866859,0.103281,0.130872,0.111879,0.237806,0.201473,0.239174,0.277495,0.340715,0.304161,0.349145,0.356729,0.330568,0.376927,0.00185317,0.0032789,0.00342174,0.00701378,0.00276948,0.00593092,0.00857797,0.00388658,0.0119295,0.00627567,0.0053367,0.00545316,0.0128176,0.00664761,0.0149504,0.0140956,0.00665483,0.0134245
Cameron,66,12:29:45,mcam00479,-4518.653,0.762926,8.957,7.6001,72.3684,64.768478,-4.589996,137.44834,,teal,dusty rock,Yellowknife Bay,Glenelg,0.0837895,0.0887242,0.108534,0.117397,0.129032,0.150933,0.182776,0.161678,0.281159,0.246798,0.272583,0.295438,0.355577,0.31242,0.351847,0.356893,0.320109,0.361301,0.00211574,0.00211713,0.00515518,0.00403609,0.00396245,0.00437293,0.00612646,0.00588402,0.0100268,0.00894336,0.0104157,0.010686,0.0149624,0.0115955,0.0148176,0.0158223,0.012081,0.0159028
Blinkberg Stereo,1850,12:09:33,mcam09675,-4177.4423,0.327185,3.647,29.118,44.475,20.737682,-4.7260141,137.37412,,dark blue,dusty rock,Murray,Pettegrove Point,0.0924472,0.0892409,0.108385,0.0998074,0.126236,0.12791,0.147295,0.154299,0.216178,0.21987,0.231002,0.240477,0.238334,0.239858,0.23275,0.235333,0.247923,0.238862,0.00513709,0.00401883,0.0099767,0.00568518,0.00687459,0.00673143,0.00842553,0.0110752,0.0134431,0.0164007,0.0144937,0.0170885,0.0189429,0.0223709,0.0182449,0.0185872,0.017442,0.0163603
Blinkberg Stereo,1850,12:09:33,mcam09675,-4177.4423,0.327185,3.647,29.118,44.475,20.737682,-4.7260141,137.37412,,light blue,dusty rock,Murray,Pettegrove Point,0.0850424,0.0882228,0.0953228,0.0965642,0.106119,0.113493,0.138642,0.13274,0.237935,0.227145,0.254716,0.295805,0.307136,0.289455,0.303492,0.314002,0.32079,0.331241,0.00280565,0.00335442,0.00328551,0.0042809,0.00245786,0.00435766,0.00468001,0.00331203,0.00888404,0.00512103,0.00671119,0.00906818,0.0131108,0.00801139,0.0136676,0.0148242,0.0114223,0.0149905
Blinkberg Stereo,1850,12:09:33,mcam09675,-4177.4423,0.327185,3.647,29.118,44.475,20.737682,-4.7260141,137.37412,,pink,,Murray,Pettegrove Point,0.0661214,0.068453,0.0729118,0.0702753,0.0799515,0.0860923,0.0955123,0.0952581,0.145663,0.141035,0.155026,0.169764,0.177145,0.168576,0.174058,0.175589,0.183406,0.182719,0.00946064,0.00973659,0.013371,0.0110172,0.0110982,0.0108102,0.0131102,0.014025,0.018523,0.0201435,0.0211772,0.0215231,0.0244592,0.024829,0.0228459,0.0232611,0.0246579,0.0216863
Blinkberg Stereo,1850,12:09:33,mcam09675,-4177.4423,0.327185,3.647,29.118,44.475,20.737682,-4.7260141,137.37412,,red,undisturbed soil,,,0.0638379,0.0626272,0.0709388,0.0668038,0.0799799,0.0818267,0.0915456,0.0928515,0.139715,0.144212,0.156708,0.166969,0.165511,0.159065,0.155814,0.15101,0.152525,0.148555,0.00189168,0.00242128,0.00257208,0.00497906,0.00207784,0.00366597,0.0050738,0.00289947,0.00765238,0.00349711,0.00432226,0.00603809,0.00989831,0.005081,0.010461,0.00973312,0.00272602,0.0095606
Blinkberg Stereo,1850,12:09:33,mcam09675,-4177.4423,0.327185,3.647,29.118,44.475,20.737682,-4.7260141,137.37412,,teal,dusty rock,Murray,Pettegrove Point,0.0937317,0.091634,0.113695,0.106571,0.135516,0.138752,0.166384,0.171488,0.277619,0.275454,0.306252,0.328843,0.336375,0.330543,0.331473,0.338286,0.353152,0.348946,0.00435354,0.00332958,0.00747366,0.00553496,0.00435666,0.005643,0.00689726,0.00822852,0.00827825,0.0105771,0.0119153,0.0126531,0.0141149,0.0153749,0.0156269,0.0152969,0.0165131,0.01387
Jwaneng,1475,12:12:53,mcam07395,-4371.5248,1.166855,3.25,15.4036,47.5212,52.476309,-4.6973123,137.35469,,light blue,dusty rock,Murray,Sutton Island,0.0558793,0.0711221,0.0721739,0.0906923,0.0893827,0.11304,0.146878,0.11918,0.261025,0.213306,0.247791,0.281215,0.343832,0.27661,0.333436,0.337431,0.283916,0.338087,0.00227775,0.00410651,0.0038678,0.00703079,0.00337633,0.00626913,0.00904664,0.00494159,0.0146508,0.00779588,0.00954971,0.0108947,0.0189093,0.0112969,0.0206755,0.0214789,0.0109186,0.0198075
Jwaneng,1475,12:12:53,mcam07395,-4371.5248,1.166855,3.25,15.4036,47.5212,52.476309,-4.6973123,137.35469,,light cyan,nodule-rich rock,Murray,Sutton Island,0.0606982,0.0671358,0.0739198,0.0792044,0.088254,0.098322,0.118093,0.113677,0.197591,0.190468,0.215019,0.234036,0.238835,0.219996,0.222501,0.22357,0.217414,0.220829,0.00289832,0.00566963,0.00584577,0.00886521,0.00437593,0.00868483,0.0116358,0.00706224,0.0179596,0.0102595,0.00987667,0.0105693,0.020513,0.0126682,0.0214092,0.0219336,0.0113194,0.0212311
Jwaneng,1475,12:12:53,mcam07395,-4371.5248,1.166855,3.25,15.4036,47.5212,52.476309,-4.6973123,137.35469,,light green,DRT target,Murray,Sutton Island,0.0690047,0.0777886,0.0808837,0.0887368,0.0928767,0.10529,0.129575,0.120905,0.22198,0.20658,0.237148,0.266604,0.276209,0.251394,0.261012,0.265201,0.253094,0.264474,0.00509253,0.00838791,0.00811545,0.0115917,0.00665243,0.0110974,0.0148498,0.00934682,0.0229604,0.0148626,0.0153136,0.0163927,0.025022,0.0175127,0.0254999,0.0270719,0.017816,0.025551
