name,sol,ltst,seq_id,target_elevation,tau,focal_distance,incidence_angle,emission_angle,phase_angle,lat,lon,sclk,color,feature,formation,member,L2,R2,L0B,R0B,L1,R1,R0G,L0G,R0R,L0R,L4,L3,R3,L5,R4,R5,L6,R6,L2_err,R2_err,L0B_err,R0B_err,L1_err,R1_err,R0G_err,L0G_err,R0R_err,L0R_err,L4_err,L3_err,R3_err,L5_err,R4_err,R5_err,L6_err,R6_err
Kemps Folly Stereo,1812,12:49:53,mcam09351,-4200.2219,0.454408,3.88,28.7941,58.5933,30.23372,-4.7236781,137.37275,,teal,dusty rock,Murray,Pettegrove Point,0.0606029,0.0701578,0.0739911,0.0819462,0.0770198,0.0897795,0.108997,0.0963062,0.174257,0.153888,0.166266,0.17282,0.191615,0.162193,0.183837,0.180754,0.157642,0.178364,0.00343449,0.00581105,0.0059193,0.00818717,0.00468232,0.00677281,0.00931982,0.00622139,0.0141198,0.00846412,0.0107966,0.011017,0.0179055,0.0105897,0.0177705,0.0192971,0.0105331,0.0171102
Loch Ba 3x1,2229,11:36:06,mcam11825,-4147.6043,0.804018,3.405,20.1977,41.3951,50.484517,-4.7285135,137.37757,,dark blue,dusty rock,Murray,Jura,,,0.0567396,,,,,0.0767255,,0.124244,,0.174104,,0.164357,,,0.186392,,,,0.00626643,,,,,0.00688687,,0.0101019,,0.0115135,,0.0120407,,,0.0136582,
Loch Ba 3x1,2229,11:36:06,mcam11825,-4147.6043,0.804018,3.405,20.1977,41.3951,50.484517,-4.7285135,137.37757,,light blue,dusty rock,Murray,Jura,,,0.144055,,,,,0.177164,,0.220872,,0.252187,,0.251561,,,0.238257,,,,0.0126112,,,,,0.0132973,,0.0171298,,0.0156343,,0.0175863,,,0.0166414,
Loch Ba 3x1,2229,11:36:06,mcam11825,-4147.6043,0.804018,3.405,20.1977,41.3951,50.484517,-4.7285135,137.37757,,red,undisturbed soil,,,,,0.0404546,,,,,0.0578916,,0.0870655,,0.107965,,0.100924,,,0.0948654,,,,0.0026015,,,,,0.00299432,,0.00397584,,0.0046808,,0.00449079,,,0.00415923,
Loch Ba 3x1,2229,11:36:06,mcam11825,-4147.6043,0.804018,3.405,20.1977,41.3951,50.484517,-4.7285135,137.37757,,teal,dusty rock,Murray,Jura,,,0.0897019,,,,,0.107416,,0.131303,,0.131351,,0.116423,,,0.110055,,,,0.0198745,,,,,0.0181534,,0.0231477,,0.0132357,,0.0121199,,,0.012472,
Photom East 2x1,1001,07:15:30,mcam04447,-4450.095,1.000065,14.103,70.8341,68.1217,137.33444,-4.6682932,137.37002,,light blue,dusty rock,Stimson,,0.154052,,,,0.197049,,,,,,,0.4134,,,,,0.433962,,0.0166927,,,,0.0171611,,,,,,,0.0283557,,,,,0.0321981,
Photom East 2x1,1001,07:15:30,mcam04447,-4450.095,1.000065,14.103,70.8341,68.1217,137.33444,-4.6682932,137.37002,,red,undisturbed soil,,,0.0934307,,,,0.121176,,,,,,,0.248953,,,,,0.254281,,0.0136918,,,,0.0141791,,,,,,,0.0195668,,,,,0.0202417,
Photom West 1x2,892,07:03:59,mcam03886,-4464.8262,0.95903,21.824,73.4674,71.2523,44.900543,-4.6628637,137.37745,,dark blue,dusty rock,Murray,Pahrump Hills,0.289571,,,,0.416091,,,,,,,0.762977,,,,,0.722141,,0.0122011,,,,0.015481,,,,,,,0.0178006,,,,,0.0150532,
Photom West 1x2,892,07:03:59,mcam03886,-4464.8262,0.95903,21.824,73.4674,71.2523,44.900543,-4.6628637,137.37745,,light blue,dusty rock,Murray,Pahrump Hills,0.272176,,,,0.403112,,,,,,,0.783643,,,,,0.753885,,0.00914022,,,,0.0118473,,,,,,,0.0146275,,,,,0.0134044,
Photom West 1x2,892,07:03:59,mcam03886,-4464.8262,0.95903,21.824,73.4674,71.2523,44.900543,-4.6628637,137.37745,,red,undisturbed soil,,,0.149523,,,,0.206047,,,,,,,0.400399,,,,,0.366696,,0.0173944,,,,0.0210493,,,,,,,0.0389292,,,,,0.0354746,
Hastigrow Tillicoultry 2x1,2661,12:23:33,mcam13938,,,,20.0917,,,,,,dark blue,dusty rock,Murray,,0.112686,0.131176,0.136492,0.159388,0.158764,0.187168,0.213635,0.191386,0.301441,0.267528,0.278704,0.302926,0.368485,0.307211,0.352469,0.346513,0.291047,0.330758,0.00767434,0.0119483,0.0154318,0.0166375,0.00723668,0.0139614,0.0195286,0.0178811,0.0264667,0.0235372,0.0223637,0.0237561,0.0307476,0.0286662,0.0311059,0.0308804,0.023952,0.0292908
Hastigrow Tillicoultry 2x1,2661,12:23:33,mcam13938,,,,20.0917,,,,,,goldenrod,veins,,,0.137014,0.140004,0.163294,0.170195,0.209413,0.218099,0.256187,0.252307,0.416451,0.411723,0.452288,0.500252,0.529991,0.533415,0.524853,0.527161,0.518418,0.508661,0.0131818,0.0196801,0.0277962,0.0281865,0.0221317,0.0253553,0.0340201,0.0366627,0.0469595,0.0541985,0.0535863,0.0562104,0.0523477,0.0577474,0.0581743,0.0578488,0.0560877,0.0553644
Hastigrow Tillicoultry 2x1,2661,12:23:33,mcam13938,,,,20.0917,,,,,,light blue,dusty rock,Murray,,0.098027,0.110801,0.123119,0.135735,0.150645,0.163204,0.19831,0.187949,0.308874,0.296096,0.321046,0.35347,0.371347,0.361355,0.370731,0.367916,0.349842,0.357632,0.00536595,0.00892267,0.00711212,0.0107403,0.00574016,0.009352,0.0115748,0.00782783,0.0151623,0.0102436,0.0102188,0.0114411,0.0197251,0.0150816,0.0220411,0.0220809,0.0140329,0.0205159
Hastigrow Tillicoultry 2x1,2661,12:23:33,mcam13938,,,,20.0917,,,,,,red,undisturbed soil,,,0.0566472,0.064274,0.0659357,0.0737423,0.0761525,0.0846559,0.0929535,0.086806,0.127473,0.120073,0.126458,0.133521,0.145339,0.128779,0.142166,0.135084,0.119094,0.129153,0.00287781,0.00602735,0.00563339,0.0100664,0.00380887,0.00774159,0.0108628,0.00584796,0.0153696,0.00802859,0.00733961,0.0076039,0.013523,0.00814264,0.0158353,0.0161746,0.00755415,0.0170144
Thunderbolt,1034,13:55:16,mcam04527,-4447.4018,0.926564,3.471,29.9348,47.0988,33.217119,-4.6682764,137.37003,,dark blue,dusty rock,Murray,Pahrump Hills,0.0795015,0.0930475,0.0967661,0.108736,0.114935,0.131588,0.149929,0.134775,0.210036,0.188924,0.198209,0.211702,0.239763,0.214929,0.235673,0.226471,0.202539,0.217869,0.00748776,0.0107819,0.0153626,0.0180064,0.00831714,0.0151446,0.0205133,0.0142202,0.029991,0.0168635,0.017862,0.0181495,0.0290256,0.0219783,0.0313771,0.0312326,0.0160287,0.0281996
Thunderbolt,1034,13:55:16,mcam04527,-4447.4018,0.926564,3.471,29.9348,47.0988,33.217119,-4.6682764,137.37003,,goldenrod,veins,,,0.253394,0.280571,0.302834,0.328219,0.344308,0.38263,0.447722,0.418729,0.609319,0.573995,0.588371,0.627151,0.68286,0.646325,0.674133,0.682427,0.626614,0.660482,0.0440432,0.0598,0.0569092,0.0756043,0.0495219,0.0705702,0.0844534,0.0604649,0.100084,0.0737718,0.0480595,0.0456346,0.0760631,0.058433,0.0812458,0.0820102,0.0510078,0.0747401
Thunderbolt,1034,13:55:16,mcam04527,-4447.4018,0.926564,3.471,29.9348,47.0988,33.217119,-4.6682764,137.37003,,light blue,dusty rock,Murray,Pahrump Hills,0.10021,0.117158,0.129945,0.152821,0.167842,0.19354,0.242172,0.215967,0.400608,0.348075,0.387825,0.426255,0.488852,0.441234,0.48687,0.483496,0.422337,0.468364,0.00595022,0.00755161,0.0073863,0.00979701,0.00503057,0.00963834,0.0115879,0.00753107,0.0146086,0.0101974,0.00973305,0.0107242,0.0142849,0.0112912,0.0163506,0.0165344,0.0126529,0.0152019
Thunderbolt,1034,13:55:16,mcam04527,-4447.4018,0.926564,3.471,29.9348,47.0988,33.217119,-4.6682764,137.37003,,red,undisturbed soil,,,0.049652,0.0570635,0.0600131,0.0661297,0.0733165,0.0816663,0.091381,0.0855502,0.133338,0.125968,0.138807,0.14889,0.159851,0.142879,0.157049,0.148372,0.134135,0.143945,0.00201824,0.00315234,0.00300325,0.00665142,0.00253988,0.00480834,0.00708021,0.00375893,0.0105231,0.00521626,0.00665862,0.00729711,0.0113341,0.00551162,0.011488,0.0112695,0.00493405,0.010267
Thunderbolt,1034,13:55:16,mcam04527,-4447.4018,0.926564,3.471,29.9348,47.0988,33.217119,-4.6682764,137.37003,,teal,dusty rock,Murray,Pahrump Hills,0.121437,0.137613,0.149825,0.163553,0.183913,0.20217,0.23935,0.226954,0.357123,0.340477,0.360218,0.391156,0.423888,0.402656,0.415504,0.413996,0.379152,0.396813,0.00724148,0.0113621,0.0104906,0.016628,0.0067395,0.0160898,0.0196593,0.0105476,0.0254377,0.0151102,0.0118859,0.0123104,0.024584,0.0130876,0.0262517,0.0266475,0.0126432,0.0238674
West_Linga,2414,12:24:44,mcam12798,-4161.2786,0.550258,17.914,17.5105,72.2256,54.739195,-4.725819,137.38414,,light blue,dusty rock,Murray,Jura,0.0711291,0.0820665,0.0842489,0.0986056,0.101566,0.116865,0.142255,0.127847,0.234933,0.210422,0.238373,0.278955,0.324643,0.287961,0.320026,0.326039,0.29501,0.32943,0.00240561,0.00231556,0.00518256,0.00535752,0.00303892,0.00377064,0.00613599,0.00456764,0.00950867,0.00658271,0.006255,0.00824375,0.009584,0.0095767,0.0107326,0.011022,0.00931088,0.0100723
West_Linga,2414,12:24:44,mcam12798,-4161.2786,0.550258,17.914,17.5105,72.2256,54.739195,-4.725819,137.38414,,red,undisturbed soil,,,0.0527993,0.0568572,0.0604765,0.0646505,0.070107,0.0779234,0.0888553,0.0826658,0.133336,0.118577,0.129108,0.139251,0.160551,0.130572,0.149562,0.144194,0.121347,0.140729,0.00304667,0.00291139,0.00348254,0.00432976,0.00342779,0.00348945,0.00457008,0.00433052,0.00613089,0.0053397,0.00501825,0.00663656,0.00627266,0.00657501,0.00611884,0.00606927,0.00672941,0.00582273
West_Linga,2414,12:24:44,mcam12798,-4161.2786,0.550258,17.914,17.5105,72.2256,54.739195,-4.725819,137.38414,,teal,dusty rock,Murray,Jura,0.0802365,0.0957109,0.0893294,0.104379,0.0993844,0.117065,0.136289,0.119952,0.205736,0.175717,0.194128,0.221374,0.270897,0.22586,0.26415,0.267887,0.228377,0.266211,0.0094994,0.00880352,0.00833242,0.00875083,0.00710852,0.00730272,0.00860327,0.0104043,0.0139212,0.0134349,0.0158981,0.0207787,0.0155625,0.0245026,0.0180199,0.018375,0.0265222,0.0172636
VRR Region 6c,1866,11:38:45,mcam09746,,0.352785,11.4,30.0516,89.4762,60.62243,-4.7264577,137.37367,,dark blue,dusty rock,Murray,Jura,0.067192,0.0755542,0.0769318,0.0868901,0.0865774,0.100635,0.121036,0.106714,0.195045,0.169463,0.18878,0.219517,0.243097,0.205494,0.23372,0.237107,0.211503,0.236089,0.00560419,0.00848491,0.0116236,0.0138861,0.00974302,0.0138264,0.0190836,0.0147803,0.0291325,0.0212045,0.0215366,0.0212559,0.0291216,0.0240991,0.0290364,0.0294263,0.0216265,0.0274631
VRR Region 6c,1866,11:38:45,mcam09746,,0.352785,11.4,30.0516,89.4762,60.62243,-4.7264577,137.37367,,light blue,dusty rock,Murray,Jura,0.0641295,0.0728865,0.0891953,0.0971198,0.114138,0.128588,0.164506,0.14694,0.28833,0.254818,0.285287,0.318224,0.358019,0.319046,0.35053,0.353536,0.318467,0.349761,0.00420455,0.00703637,0.00754402,0.01234,0.00740124,0.0122088,0.0172628,0.01086,0.0278533,0.0172146,0.0163134,0.0167701,0.0324351,0.0204744,0.0330067,0.0339701,0.0203078,0.0323319
VRR Region 6c,1866,11:38:45,mcam09746,,0.352785,11.4,30.0516,89.4762,60.62243,-4.7264577,137.37367,,red,undisturbed soil,,,0.0550212,0.0605441,0.0755492,0.0811596,0.0986677,0.110684,0.136039,0.125924,0.242217,0.22212,0.249355,0.275002,0.312068,0.281242,0.300789,0.30163,0.276534,0.297753,0.00224828,0.00210595,0.00381857,0.00377874,0.00341328,0.00367658,0.00468058,0.00486627,0.00710431,0.00839676,0.00852822,0.00978091,0.00998248,0.0114148,0.0109454,0.0114279,0.0194094,0.0125072
Glen Etive 1 Dump Pile,2526,12:13:48,mcam13323,-4133.9541,,3.438,29.5429,43.4942,22.502521,-4.730309,137.38354,,dark blue,dusty rock,Murray,Knockfarril Hill,0.0799637,0.0955329,0.0949344,0.114595,0.111314,0.133946,0.16247,0.135992,0.253817,0.211852,0.238349,0.270132,0.321551,0.271277,0.317664,0.316736,0.27104,0.314131,0.00144721,0.00217337,0.00368303,0.00346079,0.00299817,0.00411081,0.00457069,0.00431669,0.00756706,0.00533315,0.0058383,0.00482768,0.00987074,0.00853531,0.0122101,0.0127511,0.00781934,0.0102851
Glen Etive 1 Dump Pile,2526,12:13:48,mcam13323,-4133.9541,,3.438,29.5429,43.4942,22.502521,-4.730309,137.38354,,dark purple,dump piles,,,0.0870936,0.0975645,0.0983385,0.11041,0.112881,0.130641,0.158979,0.143734,0.263617,0.236026,0.263485,0.297078,0.329018,0.297049,0.322882,0.320718,0.300473,0.321258,0.00261063,0.00427621,0.00505192,0.00665219,0.00255686,0.00467402,0.0081403,0.00484864,0.0140565,0.00839714,0.00844812,0.00626809,0.0126392,0.00971383,0.015061,0.0158206,0.00808863,0.0133474
Glen Etive 1 Dump Pile,2526,12:13:48,mcam13323,-4133.9541,,3.438,29.5429,43.4942,22.502521,-4.730309,137.38354,,light blue,dusty rock,Murray,Knockfarril Hill,0.0774083,0.0763201,0.0869426,0.0841021,0.0935854,0.0981919,0.110283,0.114194,0.170111,0.174286,0.197798,0.225521,0.219989,0.218735,0.211372,0.207495,0.221275,0.209338,0.00548792,0.00543284,0.00469626,0.00616517,0.00481741,0.006412,0.00780823,0.00596466,0.0111476,0.00822788,0.00732719,0.00896607,0.014912,0.0107778,0.0136032,0.0133464,0.0116962,0.0128805
Glen Etive 1 Dump Pile,2526,12:13:48,mcam13323,-4133.9541,,3.438,29.5429,43.4942,22.502521,-4.730309,137.38354,,red,undisturbed soil,,,0.0531903,0.0591873,0.0600815,0.0672918,0.0691552,0.0771651,0.088594,0.0794173,0.128015,0.116482,0.128201,0.135911,0.14312,0.129341,0.139991,0.13242,0.124219,0.130976,0.00177839,0.00349146,0.00349522,0.00588928,0.0031519,0.00482948,0.00723131,0.00355546,0.0101066,0.0064454,0.00636459,0.00567088,0.0107559,0.0068184,0.0130352,0.0122862,0.00742418,0.0111864
Glen Etive 1 Dump Pile,2526,12:13:48,mcam13323,-4133.9541,,3.438,29.5429,43.4942,22.502521,-4.730309,137.38354,,sienna,,Murray,Knockfarril Hill,0.104396,0.126352,0.129595,0.156189,0.156772,0.200813,0.240808,0.202292,0.401294,0.332272,0.365418,0.416337,0.538343,0.452032,0.528274,0.530616,0.448296,0.51778,0.00862169,0.010419,0.0133728,0.0183874,0.00893739,0.0176067,0.0251694,0.0194948,0.0389244,0.0358777,0.0349555,0.0402694,0.0445051,0.0401056,0.0510588,0.0502453,0.0391295,0.0449243
Glen Etive 1 Dump Pile,2526,12:13:48,mcam13323,-4133.9541,,3.438,29.5429,43.4942,22.502521,-4.730309,137.38354,,teal,dusty rock,Murray,Knockfarril Hill,0.0798888,0.0815372,0.0945601,0.0944834,0.113184,0.120632,0.13708,0.13567,0.209628,0.205997,0.226864,0.249376,0.25502,0.249521,0.247637,0.245178,0.244721,0.2403,0.00144797,0.00173973,0.00278517,0.0029747,0.00254533,0.0032716,0.00435173,0.00386643,0.00865255,0.00768203,0.0102108,0.0123993,0.0131191,0.0134739,0.0142082,0.0153017,0.013271,0.0141879
Newburgh,2255,12:11:17,mcam12069,-4147.6424,0.799288,8.377,16.4169,56.7556,66.171863,-4.728449,137.37783,,dark blue,dusty rock,,,0.0618947,0.066889,0.0737062,0.0769499,0.0845578,0.0915831,0.102725,0.0965412,0.135711,0.124954,0.136666,0.145601,0.164843,0.165843,0.176573,0.181038,0.180651,0.186878,0.00606992,0.00903942,0.00912258,0.0116702,0.00719025,0.0119446,0.014562,0.0102639,0.018111,0.0156626,0.0156212,0.0154017,0.0213146,0.0171772,0.0252544,0.0275204,0.0192261,0.0294052
Newburgh,2255,12:11:17,mcam12069,-4147.6424,0.799288,8.377,16.4169,56.7556,66.171863,-4.728449,137.37783,,light blue,dusty rock,Murray,Jura,0.0515896,0.0604361,0.06144,0.070382,0.0726597,0.0851864,0.103471,0.0914836,0.184016,0.15756,0.184941,0.222892,0.246039,0.205345,0.235128,0.245955,0.238917,0.267555,0.00296836,0.00441866,0.00576978,0.00689213,0.00511105,0.00710624,0.00860343,0.00692656,0.0130029,0.0104242,0.0123928,0.013733,0.0146578,0.0137928,0.0148181,0.0159089,0.0144173,0.0166454
Newburgh,2255,12:11:17,mcam12069,-4147.6424,0.799288,8.377,16.4169,56.7556,66.171863,-4.728449,137.37783,,red,undisturbed soil,,,0.0387508,0.0418144,0.0477026,0.0484874,0.058654,0.0620837,0.072529,0.069577,0.117164,0.111109,0.1267,0.137914,0.140636,0.130597,0.131619,0.128434,0.124459,0.127443,0.00185487,0.00196968,0.00267908,0.00292271,0.00231986,0.00261525,0.003417,0.0026811,0.00519951,0.00364515,0.00475431,0.00460162,0.00803423,0.00487832,0.00740239,0.00727207,0.00426641,0.00761519
Bindi Ccam Stereo,544,14:52:09,mcam02192,-4487.6721,0.430535,3.249,51.3533,397.659,89.012296,-4.6268945,137.40495,,light blue,dusty rock,Unknown,Unknown,,0.177896,,0.204901,,0.241138,0.281085,,0.36997,,,,0.41063,,0.411861,0.404973,,0.379526,,0.0112621,,0.017274,,0.0149489,0.0182984,,0.0245592,,,,0.0255686,,0.0253177,0.0244143,,0.0223745
Bindi Ccam Stereo,544,14:52:09,mcam02192,-4487.6721,0.430535,3.249,51.3533,397.659,89.012296,-4.6268945,137.40495,,red,undisturbed soil,,,,0.0980221,,0.119658,,0.148267,0.179908,,0.290128,,,,0.387735,,0.391378,0.390027,,0.377206,,0.00973704,,0.0167237,,0.0130858,0.0182586,,0.0253915,,,,0.0265004,,0.0291605,0.0284018,,0.0229418
Cocksburnpath_hara 2x1,1959,12:02:41,mcam10243,-4147.365,0.269066,5.655,24.5131,59.3254,49.016658,-4.728805,137.37721,,dark blue,dusty rock,Murray,Jura,0.072903,0.0826207,0.0874934,0.0992653,0.105421,0.117997,0.143285,0.132297,0.236811,0.214004,0.234739,0.261238,0.295402,0.254229,0.284644,0.28918,0.261729,0.291451,0.00248985,0.00460874,0.00707746,0.00795178,0.00331417,0.00691516,0.00904675,0.00377653,0.0131814,0.00905974,0.00722385,0.0077259,0.0153208,0.009333,0.0162528,0.0168336,0.00826844,0.0158785
Cocksburnpath_hara 2x1,1959,12:02:41,mcam10243,-4147.365,0.269066,5.655,24.5131,59.3254,49.016658,-4.728805,137.37721,,light blue,dusty rock,Murray,Jura,0.0696019,0.0712989,0.0894151,0.0859243,0.107109,0.111029,0.134896,0.136987,0.235981,0.236304,0.262511,0.293684,0.303921,0.295736,0.298111,0.303048,0.30495,0.307596,0.00296552,0.00388705,0.00513296,0.0062251,0.00454549,0.00570484,0.00751639,0.00692286,0.0113361,0.00892902,0.0119679,0.0138677,0.0148747,0.0186466,0.0165583,0.0154921,0.0158805,0.0142614
Cocksburnpath_hara 2x1,1959,12:02:41,mcam10243,-4147.365,0.269066,5.655,24.5131,59.3254,49.016658,-4.728805,137.37721,,pink,,Murray,Jura,0.0630696,0.0803456,0.0719434,0.0832807,0.0734954,0.0932437,0.108137,0.0891588,0.167093,0.134677,0.144748,0.167452,0.200098,0.148362,0.190747,0.19352,0.163296,0.202286,0.00606013,0.00676425,0.0088667,0.0112014,0.00716249,0.00807231,0.0117611,0.0101027,0.0172873,0.0118821,0.0173056,0.0139091,0.0185128,0.0180146,0.0182657,0.019054,0.0167871,0.0198563
Cocksburnpath_hara 2x1,1959,12:02:41,mcam10243,-4147.365,0.269066,5.655,24.5131,59.3254,49.016658,-4.728805,137.37721,,red,undisturbed soil,,,0.0483787,0.0584824,0.0558238,0.0673338,0.0641667,0.0840444,0.0982242,0.0746882,0.15268,0.109905,0.120521,0.132124,0.186336,0.127855,0.17996,0.177686,0.123789,0.175048,0.00142585,0.00843039,0.0022803,0.0126494,0.00182132,0.0164045,0.0225496,0.0023434,0.0363996,0.0029756,0.00589987,0.00503325,0.04666,0.00476024,0.0456768,0.0471747,0.00512438,0.0461299
Cocksburnpath_hara 2x1,1959,12:02:41,mcam10243,-4147.365,0.269066,5.655,24.5131,59.3254,49.016658,-4.728805,137.37721,,teal,dusty rock,Murray,Jura,0.0775974,0.0850939,0.0841572,0.0894173,0.0858212,0.0983293,0.118286,0.107361,0.201847,0.17816,0.198216,0.234465,0.256247,0.212136,0.24412,0.253676,0.235193,0.266534,0.0029873,0.00573623,0.00582649,0.00812768,0.00522655,0.00699931,0.00889803,0.00583245,0.0132898,0.00852405,0.0086943,0.0101308,0.014218,0.010589,0.0133625,0.0147587,0.0120214,0.0162147
Sebina Post Sieve Dump,1534,11:26:57,mcam07824,-4336.4495,0.845906,3.438,22.052,42.1343,49.695063,-4.7063226,137.3567,,light blue,dusty rock,Murray,Sutton Island,0.0590508,0.0585676,0.072859,0.0697043,0.0888156,0.0903461,0.113903,0.116681,0.221672,0.22374,0.257231,0.280543,0.263057,0.260377,0.25161,0.254965,0.285693,0.272121,0.00301009,0.0040306,0.00613708,0.00685515,0.00547839,0.00741838,0.0101954,0.00829498,0.0176538,0.0133872,0.0139213,0.014739,0.0209635,0.0170399,0.0214649,0.021571,0.0159627,0.0212411
Sebina Post Sieve Dump,1534,11:26:57,mcam07824,-4336.4495,0.845906,3.438,22.052,42.1343,49.695063,-4.7063226,137.3567,,red,undisturbed soil,,,0.0281439,0.0322715,0.0340647,0.0371873,0.0401415,0.046094,0.0539072,0.0483504,0.0858406,0.0778404,0.085502,0.0925671,0.103424,0.0856127,0.100403,0.093948,0.0857974,0.0942402,0.00139469,0.00244361,0.00221032,0.00513599,0.00179647,0.00396732,0.00606632,0.00253958,0.0101072,0.00470067,0.00490967,0.00437929,0.0110974,0.00544147,0.0117713,0.0115355,0.00491905,0.0107169
Sebina Post Sieve Dump,1534,11:26:57,mcam07824,-4336.4495,0.845906,3.438,22.052,42.1343,49.695063,-4.7063226,137.3567,,sienna,,Murray,Sutton Island,0.0350524,0.0387555,0.0449521,0.0458092,0.0511421,0.0563998,0.07177,0.0679553,0.145857,0.138475,0.165618,0.192154,0.194804,0.18317,0.190216,0.191924,0.197403,0.199518,0.00264039,0.00520699,0.00547517,0.00803652,0.00436424,0.00716014,0.0107082,0.00685579,0.0196157,0.012419,0.0133747,0.0152505,0.0236206,0.0153249,0.0240364,0.0249298,0.0161284,0.0244414
Eddie Brook,1688,12:46:37,mcam08786,-4280.98,0.859687,2.66,12.6243,23.9998,31.313214,-4.7180072,137.36226,,light blue,dusty rock,Murray,Blunts Point,0.0639073,0.0675951,0.0896762,0.0900574,0.115657,0.123763,0.15469,0.151698,0.267377,0.263702,0.285735,0.325663,0.346289,0.333217,0.335595,0.335474,0.342184,0.343361,0.00366691,0.00396214,0.00857092,0.00868693,0.00885947,0.00921354,0.0127502,0.0124634,0.0231335,0.0217582,0.023094,0.0241421,0.0261318,0.0277323,0.0278916,0.0284426,0.0248334,0.0249885
Eddie Brook,1688,12:46:37,mcam08786,-4280.98,0.859687,2.66,12.6243,23.9998,31.313214,-4.7180072,137.36226,,red,undisturbed soil,,,0.0287917,0.0336362,0.0397119,0.0516521,0.0419257,0.0485297,0.071372,0.0558087,0.106268,0.0823291,0.0810825,0.0865987,0.108461,0.0813074,0.10195,0.0951805,0.0774642,0.0960463,0.00161359,0.00289672,0.00339811,0.005538,0.00227955,0.00428541,0.0060517,0.003231,0.00806826,0.00421587,0.00430405,0.00434494,0.00908716,0.00501157,0.00953038,0.00943619,0.00442441,0.00864125
Eddie Brook,1688,12:46:37,mcam08786,-4280.98,0.859687,2.66,12.6243,23.9998,31.313214,-4.7180072,137.36226,,sienna,,,,0.112552,0.156316,0.197418,0.211862,0.246171,0.278027,0.342773,0.319353,0.542682,0.50778,0.537992,0.581274,0.662495,0.606628,0.649541,0.651997,0.614595,0.651265,0.0519337,0.0545175,0.0534182,0.0674854,0.0544161,0.0715592,0.0856332,0.0642841,0.101799,0.0744284,0.0584042,0.05687,0.0891612,0.0631629,0.0922389,0.0959724,0.0578096,0.0881284
Eddie Brook,1688,12:46:37,mcam08786,-4280.98,0.859687,2.66,12.6243,23.9998,31.313214,-4.7180072,137.36226,,teal,dusty rock,Murray,Blunts Point,0.0684589,0.0636669,0.0917377,0.0806755,0.115779,0.108949,0.130365,0.146814,0.216169,0.236314,0.252848,0.278966,0.262404,0.279533,0.253369,0.247703,0.280121,0.255917,0.00905435,0.00925194,0.0169465,0.016081,0.0158714,0.0177951,0.0242983,0.023435,0.0371828,0.0336526,0.0314411,0.0335273,0.0458072,0.0396549,0.0442851,0.0438751,0.0343697,0.0403587
Quoddy Quimby,1608,11:38:08,mcam08214,-4314.4005,1.009193,3.438,13.5311,34.2887,21.284312,-4.7103639,137.35782,,dark blue,dusty rock,Murray,Sutton Island,0.0464392,0.0496188,0.0524714,0.0547437,0.0579503,0.0643044,0.0698197,0.0638371,0.0811428,0.0750188,0.0755685,0.0725686,0.0770633,0.0656453,0.0704174,0.0662156,0.0587326,0.0644427,0.00531187,0.00792319,0.006348,0.00910342,0.00500391,0.00827115,0.00985536,0.0066287,0.0107926,0.00763468,0.00604746,0.00615087,0.00948921,0.00677055,0.0107547,0.0103946,0.00602952,0.0112296
Quoddy Quimby,1608,11:38:08,mcam08214,-4314.4005,1.009193,3.438,13.5311,34.2887,21.284312,-4.7103639,137.35782,,red,undisturbed soil,,,0.0319033,0.0310329,0.0369676,0.0356412,0.0466971,0.0481931,0.0546823,0.0547949,0.0883591,0.0896833,0.100696,0.106278,0.103229,0.0976455,0.0933671,0.0897373,0.0902147,0.0883164,0.00119066,0.0025611,0.00224461,0.0047825,0.00162149,0.00401222,0.00587478,0.00265615,0.00900526,0.00406568,0.00460843,0.00499973,0.009538,0.00508284,0.0108786,0.0108057,0.00460039,0.0107416
